AirportCode,AirportName,Average_0_15_PassengerCount,Average_121_PassengerCount,Average_16_30_PassengerCount,Average_31_45_PassengerCount,Average_46_60_PassengerCount,Average_61_90_PassengerCount,Average_91_120_PassengerCount,AverageWait,BoothsUsed,ExcludedPassengerCount,FlightCount,FlightDate,GlobalEntryPassengerCount,HourRange,LastUpdated,MaxWait,NonUsaPassengerAverageWait,NonUsaPassengerCount,NonUsaPassengerMaxWait,SiteId,TerminalName,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount,UsaPassengerMaxWait
LAX,Los Angeles International Airport,221,0,42,0,0,0,0,9,11,7,2,2024-11-01,53,1100 - 1200,2024-11-09 00:00:00,22,13,87,22,A278,Satellite 7,270,8,183,19
LAX,Los Angeles International Airport,240,0,61,0,0,0,0,10,11,11,1,2024-11-01,57,1300 - 1400,2024-11-09 00:00:00,25,14,115,25,A278,Satellite 7,312,7,197,25
LAX,Los Angeles International Airport,148,0,56,1,0,0,0,12,11,8,2,2024-11-01,19,1400 - 1500,2024-11-09 00:00:00,34,15,102,34,A278,Satellite 7,213,9,111,30
LAX,Los Angeles International Airport,56,0,0,0,0,0,0,5,9,2,1,2024-11-01,16,1500 - 1600,2024-11-09 00:00:00,12,4,2,5,A278,Satellite 7,58,5,56,12
LAX,Los Angeles International Airport,244,0,59,21,0,0,0,12,11,9,2,2024-11-01,65,1600 - 1700,2024-11-09 00:00:00,36,17,138,36,A278,Satellite 7,333,7,195,25
LAX,Los Angeles International Airport,264,0,190,0,0,0,0,13,10,13,4,2024-11-01,71,1700 - 1800,2024-11-09 00:00:00,29,15,152,29,A278,Satellite 7,467,13,315,29
LAX,Los Angeles International Airport,291,0,91,0,0,0,0,11,9,6,3,2024-11-01,34,1800 - 1900,2024-11-09 00:00:00,21,12,81,21,A278,Satellite 7,388,11,307,20
LAX,Los Angeles International Airport,137,0,27,0,0,0,0,8,5,4,1,2024-11-01,46,1900 - 2000,2024-11-09 00:00:00,25,14,61,25,A278,Satellite 7,168,5,107,17
LAX,Los Angeles International Airport,23,0,140,121,111,62,0,39,22,15,3,2024-11-01,34,0500 - 0600,2024-11-09 00:00:00,76,44,332,76,A273,Tom Bradley International Terminal,472,26,140,73
LAX,Los Angeles International Airport,524,0,193,283,211,21,0,25,23,42,7,2024-11-01,182,0600 - 0700,2024-11-09 00:00:00,69,40,616,69,A273,Tom Bradley International Terminal,1274,11,658,68
LAX,Los Angeles International Airport,101,0,191,114,147,460,16,51,24,30,6,2024-11-01,73,0700 - 0800,2024-11-09 00:00:00,102,63,770,102,A273,Tom Bradley International Terminal,1059,21,289,90
LAX,Los Angeles International Airport,55,0,235,9,26,200,0,42,27,16,2,2024-11-01,34,0800 - 0900,2024-11-09 00:00:00,89,63,272,89,A273,Tom Bradley International Terminal,541,22,269,79
LAX,Los Angeles International Airport,167,0,289,187,193,220,0,38,35,34,4,2024-11-01,84,0900 - 1000,2024-11-09 00:00:00,86,49,683,86,A273,Tom Bradley International Terminal,1090,20,407,85
LAX,Los Angeles International Airport,395,0,474,344,254,37,0,28,44,44,7,2024-11-01,100,1000 - 1100,2024-11-09 00:00:00,87,34,1047,87,A273,Tom Bradley International Terminal,1548,15,501,86
LAX,Los Angeles International Airport,418,0,242,91,15,0,0,16,30,25,5,2024-11-01,64,1100 - 1200,2024-11-09 00:00:00,52,19,486,51,A273,Tom Bradley International Terminal,791,12,305,52
LAX,Los Angeles International Airport,392,0,478,190,31,0,0,20,33,39,6,2024-11-01,108,1200 - 1300,2024-11-09 00:00:00,52,25,592,52,A273,Tom Bradley International Terminal,1130,14,538,45
LAX,Los Angeles International Airport,682,0,652,361,248,161,0,27,42,67,9,2024-11-01,181,1300 - 1400,2024-11-09 00:00:00,81,33,1344,81,A273,Tom Bradley International Terminal,2171,19,827,81
LAX,Los Angeles International Airport,348,0,258,379,336,112,5,33,49,50,7,2024-11-01,202,1400 - 1500,2024-11-09 00:00:00,114,43,842,114,A273,Tom Bradley International Terminal,1488,20,646,114
LAX,Los Angeles International Airport,285,0,315,671,595,317,0,39,46,64,8,2024-11-01,231,1500 - 1600,2024-11-09 00:00:00,84,50,1190,84,A273,Tom Bradley International Terminal,2247,28,1057,72
LAX,Los Angeles International Airport,318,0,345,295,435,95,0,34,43,48,6,2024-11-01,147,1600 - 1700,2024-11-09 00:00:00,83,44,873,82,A273,Tom Bradley International Terminal,1536,21,663,83
LAX,Los Angeles International Airport,255,0,431,506,391,144,0,35,43,44,7,2024-11-01,180,1700 - 1800,2024-11-09 00:00:00,79,46,881,79,A273,Tom Bradley International Terminal,1771,24,890,72
LAX,Los Angeles International Airport,331,0,434,178,138,72,3,27,27,37,6,2024-11-01,128,1800 - 1900,2024-11-09 00:00:00,96,35,661,96,A273,Tom Bradley International Terminal,1193,17,532,72
LAX,Los Angeles International Airport,277,0,233,91,28,410,86,46,30,35,4,2024-11-01,90,1900 - 2000,2024-11-09 00:00:00,104,61,784,104,A273,Tom Bradley International Terminal,1160,16,376,93
LAX,Los Angeles International Airport,295,0,517,125,61,517,26,40,35,41,8,2024-11-01,153,2000 - 2100,2024-11-09 00:00:00,111,64,705,111,A273,Tom Bradley International Terminal,1582,21,877,82
LAX,Los Angeles International Airport,385,0,307,97,125,459,0,38,34,43,8,2024-11-01,197,2100 - 2200,2024-11-09 00:00:00,87,61,696,87,A273,Tom Bradley International Terminal,1416,17,720,80
LAX,Los Angeles International Airport,216,0,251,187,183,132,0,33,27,28,6,2024-11-01,89,2200 - 2300,2024-11-09 00:00:00,74,45,546,74,A273,Tom Bradley International Terminal,997,20,451,71
LAX,Los Angeles International Airport,95,0,204,442,77,21,2,33,22,23,6,2024-11-01,22,2300 - 0000,2024-11-09 00:00:00,91,38,546,91,A273,Tom Bradley International Terminal,864,25,318,89
LAX,Los Angeles International Airport,8,0,53,49,0,0,0,27,7,4,1,2024-11-02,4,1000 - 1100,2024-11-10 00:00:00,39,28,96,39,A278,Satellite 7,114,27,18,37
LAX,Los Angeles International Airport,137,0,64,48,0,0,0,16,6,7,1,2024-11-02,53,1100 - 1200,2024-11-10 00:00:00,43,29,92,43,A278,Satellite 7,256,9,164,43
LAX,Los Angeles International Airport,202,0,176,73,3,0,0,19,6,13,2,2024-11-02,80,1200 - 1300,2024-11-10 00:00:00,46,25,160,46,A278,Satellite 7,467,16,307,42
LAX,Los Angeles International Airport,51,0,65,25,0,0,0,21,6,5,1,2024-11-02,28,1300 - 1400,2024-11-10 00:00:00,42,29,41,42,A278,Satellite 7,146,17,105,37
LAX,Los Angeles International Airport,159,0,126,15,3,0,0,16,9,11,2,2024-11-02,42,1500 - 1600,2024-11-10 00:00:00,47,24,78,47,A278,Satellite 7,314,13,236,29
LAX,Los Angeles International Airport,368,0,264,128,83,0,0,21,11,20,6,2024-11-02,124,1600 - 1700,2024-11-10 00:00:00,60,38,219,60,A278,Satellite 7,863,16,644,56
LAX,Los Angeles International Airport,495,0,205,72,0,0,0,14,11,21,5,2024-11-02,111,1700 - 1800,2024-11-10 00:00:00,44,23,261,44,A278,Satellite 7,793,10,532,44
LAX,Los Angeles International Airport,160,0,110,6,9,4,0,17,11,7,2,2024-11-02,29,1800 - 1900,2024-11-10 00:00:00,80,23,50,80,A278,Satellite 7,296,15,246,80
LAX,Los Angeles International Airport,151,0,3,0,0,0,0,7,7,3,1,2024-11-02,37,1900 - 2000,2024-11-10 00:00:00,22,7,40,13,A278,Satellite 7,157,6,117,22
LAX,Los Angeles International Airport,134,0,226,256,96,8,0,29,29,19,4,2024-11-02,168,0500 - 0600,2024-11-10 00:00:00,66,23,311,55,A273,Tom Bradley International Terminal,739,34,428,66
LAX,Los Angeles International Airport,447,0,186,160,48,4,0,18,30,27,5,2024-11-02,132,0600 - 0700,2024-11-10 00:00:00,69,24,461,69,A273,Tom Bradley International Terminal,872,12,411,59
LAX,Los Angeles International Airport,590,0,430,366,116,5,0,22,30,48,7,2024-11-02,131,0700 - 0800,2024-11-10 00:00:00,62,23,917,58,A273,Tom Bradley International Terminal,1555,20,638,62
LAX,Los Angeles International Airport,90,0,376,220,49,0,0,27,28,23,3,2024-11-02,60,0800 - 0900,2024-11-10 00:00:00,60,27,391,60,A273,Tom Bradley International Terminal,758,28,367,55
LAX,Los Angeles International Airport,359,0,323,283,281,208,0,33,37,46,4,2024-11-02,107,0900 - 1000,2024-11-10 00:00:00,76,41,950,76,A273,Tom Bradley International Terminal,1500,21,550,64
LAX,Los Angeles International Airport,224,0,414,252,128,0,0,26,35,33,5,2024-11-02,142,1000 - 1100,2024-11-10 00:00:00,60,36,492,60,A273,Tom Bradley International Terminal,1051,17,559,54
LAX,Los Angeles International Airport,389,0,210,24,12,0,0,15,34,17,4,2024-11-02,59,1100 - 1200,2024-11-10 00:00:00,51,17,323,51,A273,Tom Bradley International Terminal,652,12,329,51
LAX,Los Angeles International Airport,982,0,619,104,19,0,0,14,42,55,9,2024-11-02,143,1200 - 1300,2024-11-10 00:00:00,56,17,1081,56,A273,Tom Bradley International Terminal,1779,10,698,55
LAX,Los Angeles International Airport,567,0,810,311,240,157,0,28,51,58,8,2024-11-02,244,1300 - 1400,2024-11-10 00:00:00,84,36,1028,84,A273,Tom Bradley International Terminal,2143,20,1115,84
LAX,Los Angeles International Airport,424,0,397,362,358,282,0,35,42,66,7,2024-11-02,230,1400 - 1500,2024-11-10 00:00:00,80,47,1030,80,A273,Tom Bradley International Terminal,1889,20,859,66
LAX,Los Angeles International Airport,195,0,247,158,217,153,0,35,38,29,3,2024-11-02,130,1500 - 1600,2024-11-10 00:00:00,80,48,611,80,A273,Tom Bradley International Terminal,999,16,388,39
LAX,Los Angeles International Airport,568,0,747,154,0,0,0,18,41,46,6,2024-11-02,177,1600 - 1700,2024-11-10 00:00:00,41,23,736,41,A273,Tom Bradley International Terminal,1515,13,779,39
LAX,Los Angeles International Airport,793,0,254,25,0,0,0,12,46,23,5,2024-11-02,166,1700 - 1800,2024-11-10 00:00:00,40,14,455,40,A273,Tom Bradley International Terminal,1095,10,640,40
LAX,Los Angeles International Airport,469,0,461,154,127,382,137,39,28,55,8,2024-11-02,179,1800 - 1900,2024-11-10 00:00:00,116,59,970,116,A273,Tom Bradley International Terminal,1785,17,815,98
LAX,Los Angeles International Airport,152,0,202,53,23,256,12,43,25,22,4,2024-11-02,95,1900 - 2000,2024-11-10 00:00:00,93,68,351,93,A273,Tom Bradley International Terminal,720,20,369,90
LAX,Los Angeles International Airport,487,0,676,146,35,471,26,34,31,51,9,2024-11-02,235,2000 - 2100,2024-11-10 00:00:00,98,56,793,98,A273,Tom Bradley International Terminal,1892,20,1099,83
LAX,Los Angeles International Airport,491,0,557,470,304,152,0,30,32,73,12,2024-11-02,263,2100 - 2200,2024-11-10 00:00:00,78,40,904,78,A273,Tom Bradley International Terminal,2047,22,1143,68
LAX,Los Angeles International Airport,528,0,174,44,9,0,0,12,19,41,5,2024-11-02,31,2200 - 2300,2024-11-10 00:00:00,51,16,360,49,A273,Tom Bradley International Terminal,796,9,436,51
LAX,Los Angeles International Airport,138,0,59,0,0,0,0,11,15,12,1,2024-11-02,10,2300 - 0000,2024-11-10 00:00:00,30,13,111,30,A273,Tom Bradley International Terminal,209,10,98,21
LAX,Los Angeles International Airport,58,0,47,41,0,0,0,20,8,4,1,2024-11-03,19,1000 - 1100,2024-11-11 00:00:00,40,28,68,40,A278,Satellite 7,150,13,82,36
LAX,Los Angeles International Airport,304,0,194,176,134,19,0,26,9,21,4,2024-11-03,130,1100 - 1200,2024-11-11 00:00:00,69,28,282,69,A278,Satellite 7,848,24,566,69
LAX,Los Angeles International Airport,273,0,133,0,0,0,0,12,9,7,3,2024-11-03,78,1400 - 1500,2024-11-11 00:00:00,25,14,79,24,A278,Satellite 7,413,11,334,25
LAX,Los Angeles International Airport,127,0,108,113,48,0,0,26,9,11,2,2024-11-03,62,1500 - 1600,2024-11-11 00:00:00,52,35,191,52,A278,Satellite 7,407,18,216,44
LAX,Los Angeles International Airport,314,0,35,0,0,0,0,9,11,6,2,2024-11-03,92,1600 - 1700,2024-11-11 00:00:00,19,10,41,16,A278,Satellite 7,355,9,314,19
LAX,Los Angeles International Airport,451,0,248,0,0,0,0,12,11,15,4,2024-11-03,156,1700 - 1800,2024-11-11 00:00:00,28,15,215,28,A278,Satellite 7,714,11,499,24
LAX,Los Angeles International Airport,218,0,285,40,0,0,0,17,11,14,4,2024-11-03,106,1800 - 1900,2024-11-11 00:00:00,33,19,68,33,A278,Satellite 7,557,17,489,33
LAX,Los Angeles International Airport,94,0,99,0,0,0,0,14,6,4,1,2024-11-03,59,1900 - 2000,2024-11-11 00:00:00,28,17,56,28,A278,Satellite 7,197,13,141,25
LAX,Los Angeles International Airport,138,0,294,311,266,193,8,40,33,40,6,2024-11-03,191,0500 - 0600,2024-11-11 00:00:00,93,48,532,93,A273,Tom Bradley International Terminal,1250,34,718,91
LAX,Los Angeles International Airport,218,0,318,312,277,359,0,41,37,49,8,2024-11-03,166,0600 - 0700,2024-11-11 00:00:00,87,50,928,87,A273,Tom Bradley International Terminal,1533,26,605,86
LAX,Los Angeles International Airport,158,0,256,367,433,176,0,40,36,46,5,2024-11-03,96,0700 - 0800,2024-11-11 00:00:00,80,50,855,80,A273,Tom Bradley International Terminal,1436,25,581,79
LAX,Los Angeles International Airport,136,0,138,267,236,243,0,42,35,33,3,2024-11-03,60,0800 - 0900,2024-11-11 00:00:00,87,53,685,87,A273,Tom Bradley International Terminal,1053,24,368,83
LAX,Los Angeles International Airport,237,0,436,652,194,26,0,31,35,52,7,2024-11-03,242,0900 - 1000,2024-11-11 00:00:00,71,34,805,71,A273,Tom Bradley International Terminal,1597,28,792,65
LAX,Los Angeles International Airport,347,0,352,272,356,326,0,37,47,55,7,2024-11-03,120,1000 - 1100,2024-11-11 00:00:00,84,48,1150,84,A273,Tom Bradley International Terminal,1708,17,558,79
LAX,Los Angeles International Airport,370,0,554,302,451,57,0,31,50,50,8,2024-11-03,170,1100 - 1200,2024-11-11 00:00:00,87,42,951,87,A273,Tom Bradley International Terminal,1784,19,833,87
LAX,Los Angeles International Airport,399,0,871,563,87,16,0,25,56,67,8,2024-11-03,259,1200 - 1300,2024-11-11 00:00:00,81,27,973,81,A273,Tom Bradley International Terminal,2003,24,1030,81
LAX,Los Angeles International Airport,457,0,557,687,378,13,0,29,57,71,9,2024-11-03,252,1300 - 1400,2024-11-11 00:00:00,64,37,1242,64,A273,Tom Bradley International Terminal,2163,19,921,55
LAX,Los Angeles International Airport,280,0,259,242,40,0,0,23,47,23,3,2024-11-03,105,1400 - 1500,2024-11-11 00:00:00,50,32,465,50,A273,Tom Bradley International Terminal,844,13,379,37
LAX,Los Angeles International Airport,1094,0,697,47,0,0,0,13,47,49,7,2024-11-03,382,1500 - 1600,2024-11-11 00:00:00,40,16,698,39,A273,Tom Bradley International Terminal,1887,11,1189,40
LAX,Los Angeles International Airport,626,0,226,5,0,0,0,11,50,23,4,2024-11-03,116,1600 - 1700,2024-11-11 00:00:00,32,13,428,32,A273,Tom Bradley International Terminal,880,10,452,31
LAX,Los Angeles International Airport,822,0,322,8,0,0,0,11,50,27,5,2024-11-03,199,1700 - 1800,2024-11-11 00:00:00,34,14,550,31,A273,Tom Bradley International Terminal,1179,9,629,34
LAX,Los Angeles International Airport,1031,0,364,121,61,32,0,15,38,61,7,2024-11-03,196,1800 - 1900,2024-11-11 00:00:00,75,21,835,75,A273,Tom Bradley International Terminal,1670,9,835,42
LAX,Los Angeles International Airport,735,0,573,407,275,58,0,25,30,64,9,2024-11-03,358,1900 - 2000,2024-11-11 00:00:00,69,36,967,69,A273,Tom Bradley International Terminal,2112,17,1145,65
LAX,Los Angeles International Airport,241,0,168,0,0,0,0,13,22,8,3,2024-11-03,59,2000 - 2100,2024-11-11 00:00:00,29,14,74,29,A273,Tom Bradley International Terminal,417,13,343,29
LAX,Los Angeles International Airport,935,0,591,241,21,0,0,17,31,40,10,2024-11-03,305,2100 - 2200,2024-11-11 00:00:00,53,17,571,53,A273,Tom Bradley International Terminal,1828,17,1257,42
LAX,Los Angeles International Airport,352,0,365,12,0,0,0,16,21,24,4,2024-11-03,78,2200 - 2300,2024-11-11 00:00:00,33,16,171,33,A273,Tom Bradley International Terminal,753,15,582,33
LAX,Los Angeles International Airport,215,0,104,0,0,0,0,12,20,10,2,2024-11-03,67,2300 - 0000,2024-11-11 00:00:00,22,15,98,22,A273,Tom Bradley International Terminal,329,11,231,22
LAX,Los Angeles International Airport,10,0,0,0,0,0,0,1,1,1,1,2024-11-04,0,1100 - 1200,2024-11-12 00:00:00,3,2,4,3,A27F,Atlantic Aviation GAF,11,1,7,3
LAX,Los Angeles International Airport,5,0,0,1,0,0,0,8,2,2,1,2024-11-04,0,1700 - 1800,2024-11-12 00:00:00,41,0,0,0,A27F,Atlantic Aviation GAF,8,8,8,41
LAX,Los Angeles International Airport,8,0,4,0,0,0,0,8,2,2,1,2024-11-04,0,1800 - 1900,2024-11-12 00:00:00,22,0,0,0,A27F,Atlantic Aviation GAF,14,8,14,22
LAX,Los Angeles International Airport,97,0,77,0,0,0,0,13,6,8,1,2024-11-04,32,1000 - 1100,2024-11-12 00:00:00,26,16,60,26,A278,Satellite 7,182,12,122,26
LAX,Los Angeles International Airport,316,0,56,0,0,0,0,9,11,12,2,2024-11-04,59,1200 - 1300,2024-11-12 00:00:00,27,12,107,27,A278,Satellite 7,384,7,277,27
LAX,Los Angeles International Airport,199,0,95,3,0,0,0,13,10,8,2,2024-11-04,43,1400 - 1500,2024-11-12 00:00:00,39,16,57,31,A278,Satellite 7,305,12,248,39
LAX,Los Angeles International Airport,160,0,130,0,0,0,0,14,8,6,2,2024-11-04,68,1500 - 1600,2024-11-12 00:00:00,27,15,20,24,A278,Satellite 7,296,14,276,27
LAX,Los Angeles International Airport,123,0,65,48,0,0,0,17,11,8,1,2024-11-04,30,1600 - 1700,2024-11-12 00:00:00,43,21,177,43,A278,Satellite 7,244,6,67,29
LAX,Los Angeles International Airport,270,0,218,85,0,0,0,17,11,19,4,2024-11-04,123,1700 - 1800,2024-11-12 00:00:00,45,27,155,45,A278,Satellite 7,592,14,437,45
LAX,Los Angeles International Airport,290,0,246,136,0,0,0,18,11,15,4,2024-11-04,139,1800 - 1900,2024-11-12 00:00:00,37,17,111,33,A278,Satellite 7,687,19,576,37
LAX,Los Angeles International Airport,172,1,252,316,249,195,61,42,37,39,6,2024-11-04,209,0500 - 0600,2024-11-12 00:00:00,134,52,627,134,A273,Tom Bradley International Terminal,1285,33,658,98
LAX,Los Angeles International Airport,306,248,328,328,142,425,383,63,37,71,11,2024-11-04,230,0600 - 0700,2024-11-12 00:00:00,153,91,1229,153,A273,Tom Bradley International Terminal,2231,30,1002,141
LAX,Los Angeles International Airport,92,2,95,77,55,168,294,64,39,23,3,2024-11-04,44,0700 - 0800,2024-11-12 00:00:00,121,85,468,121,A273,Tom Bradley International Terminal,806,37,338,115
LAX,Los Angeles International Airport,88,0,49,131,137,601,114,64,51,33,3,2024-11-04,63,0800 - 0900,2024-11-12 00:00:00,102,75,835,102,A273,Tom Bradley International Terminal,1153,35,318,92
LAX,Los Angeles International Airport,261,0,310,279,387,139,0,36,44,37,6,2024-11-04,155,0900 - 1000,2024-11-12 00:00:00,72,43,825,72,A273,Tom Bradley International Terminal,1413,25,588,62
LAX,Los Angeles International Airport,587,0,435,15,0,0,0,14,45,34,5,2024-11-04,148,1000 - 1100,2024-11-12 00:00:00,36,16,410,34,A273,Tom Bradley International Terminal,1071,13,661,36
LAX,Los Angeles International Airport,717,0,294,17,0,0,0,13,41,30,6,2024-11-04,74,1100 - 1200,2024-11-12 00:00:00,39,14,535,39,A273,Tom Bradley International Terminal,1058,11,523,39
LAX,Los Angeles International Airport,871,0,535,80,4,0,0,14,45,48,7,2024-11-04,165,1200 - 1300,2024-11-12 00:00:00,60,16,835,60,A273,Tom Bradley International Terminal,1538,13,703,60
LAX,Los Angeles International Airport,635,0,770,1093,266,24,0,28,49,89,12,2024-11-04,308,1300 - 1400,2024-11-12 00:00:00,69,31,1479,69,A273,Tom Bradley International Terminal,2877,25,1398,67
LAX,Los Angeles International Airport,143,0,275,437,81,41,0,31,48,30,3,2024-11-04,77,1400 - 1500,2024-11-12 00:00:00,81,36,651,81,A273,Tom Bradley International Terminal,1007,23,356,45
LAX,Los Angeles International Airport,948,0,564,69,0,0,0,13,42,52,7,2024-11-04,191,1500 - 1600,2024-11-12 00:00:00,42,16,753,39,A273,Tom Bradley International Terminal,1633,11,880,42
LAX,Los Angeles International Airport,702,0,530,29,0,0,0,14,47,36,5,2024-11-04,173,1600 - 1700,2024-11-12 00:00:00,38,17,552,33,A273,Tom Bradley International Terminal,1297,13,745,38
LAX,Los Angeles International Airport,484,0,300,13,0,0,0,13,39,25,4,2024-11-04,83,1700 - 1800,2024-11-12 00:00:00,43,16,467,43,A273,Tom Bradley International Terminal,822,10,355,32
LAX,Los Angeles International Airport,717,0,550,67,0,0,0,15,31,30,5,2024-11-04,160,1800 - 1900,2024-11-12 00:00:00,38,18,785,38,A273,Tom Bradley International Terminal,1364,11,579,36
LAX,Los Angeles International Airport,613,0,492,104,36,6,0,17,30,37,5,2024-11-04,182,1900 - 2000,2024-11-12 00:00:00,66,25,426,62,A273,Tom Bradley International Terminal,1288,13,862,66
LAX,Los Angeles International Airport,488,0,267,0,0,0,0,12,24,17,5,2024-11-04,124,2000 - 2100,2024-11-12 00:00:00,29,12,271,29,A273,Tom Bradley International Terminal,772,12,501,28
LAX,Los Angeles International Airport,653,0,478,7,0,0,0,14,24,38,7,2024-11-04,148,2100 - 2200,2024-11-12 00:00:00,33,12,229,29,A273,Tom Bradley International Terminal,1176,14,947,33
LAX,Los Angeles International Airport,487,0,523,0,0,0,0,15,24,28,6,2024-11-04,68,2200 - 2300,2024-11-12 00:00:00,29,15,236,29,A273,Tom Bradley International Terminal,1038,15,802,29
LAX,Los Angeles International Airport,310,0,182,9,0,0,0,14,10,18,3,2024-11-05,54,1100 - 1200,2024-11-13 00:00:00,45,15,155,29,A278,Satellite 7,519,13,364,45
LAX,Los Angeles International Airport,183,0,51,0,0,0,0,9,10,2,1,2024-11-05,28,1200 - 1300,2024-11-13 00:00:00,24,14,99,24,A278,Satellite 7,236,6,137,23
LAX,Los Angeles International Airport,192,0,100,0,0,0,0,13,9,6,2,2024-11-05,40,1400 - 1500,2024-11-13 00:00:00,27,17,64,27,A278,Satellite 7,298,12,234,27
LAX,Los Angeles International Airport,258,0,53,1,0,0,0,10,10,10,3,2024-11-05,46,1500 - 1600,2024-11-13 00:00:00,31,16,99,31,A278,Satellite 7,322,7,223,23
LAX,Los Angeles International Airport,377,0,314,116,0,0,0,17,10,18,6,2024-11-05,154,1700 - 1800,2024-11-13 00:00:00,42,13,178,38,A278,Satellite 7,825,18,647,42
LAX,Los Angeles International Airport,71,0,121,120,19,0,0,26,8,6,2,2024-11-05,50,1800 - 1900,2024-11-13 00:00:00,49,28,52,48,A278,Satellite 7,337,26,285,49
LAX,Los Angeles International Airport,152,0,345,135,95,18,0,27,27,28,4,2024-11-05,145,0500 - 0600,2024-11-13 00:00:00,77,35,316,72,A273,Tom Bradley International Terminal,773,21,457,77
LAX,Los Angeles International Airport,309,0,267,242,296,229,0,36,27,42,8,2024-11-05,100,0600 - 0700,2024-11-13 00:00:00,80,48,762,80,A273,Tom Bradley International Terminal,1385,21,623,72
LAX,Los Angeles International Airport,171,0,150,78,167,289,0,43,29,24,4,2024-11-05,43,0700 - 0800,2024-11-13 00:00:00,85,55,606,85,A273,Tom Bradley International Terminal,879,17,273,80
LAX,Los Angeles International Airport,141,136,145,325,215,215,326,64,31,49,5,2024-11-05,114,0800 - 0900,2024-11-13 00:00:00,138,85,889,138,A273,Tom Bradley International Terminal,1552,37,663,132
LAX,Los Angeles International Airport,108,43,91,129,65,16,195,60,31,24,3,2024-11-05,81,0900 - 1000,2024-11-13 00:00:00,135,85,380,135,A273,Tom Bradley International Terminal,671,30,291,126
LAX,Los Angeles International Airport,210,0,329,168,31,380,27,42,40,35,6,2024-11-05,141,1000 - 1100,2024-11-13 00:00:00,98,65,588,98,A273,Tom Bradley International Terminal,1180,21,592,73
LAX,Los Angeles International Airport,128,0,338,334,275,169,0,38,36,33,8,2024-11-05,132,1100 - 1200,2024-11-13 00:00:00,77,48,670,77,A273,Tom Bradley International Terminal,1277,26,607,70
LAX,Los Angeles International Airport,179,0,358,326,352,181,1,38,34,41,6,2024-11-05,146,1200 - 1300,2024-11-13 00:00:00,91,50,759,91,A273,Tom Bradley International Terminal,1438,25,679,69
LAX,Los Angeles International Airport,302,0,267,288,496,674,234,52,40,81,10,2024-11-05,276,1300 - 1400,2024-11-13 00:00:00,113,66,1200,113,A273,Tom Bradley International Terminal,2342,37,1142,93
LAX,Los Angeles International Airport,198,0,192,275,94,179,97,42,42,36,4,2024-11-05,105,1400 - 1500,2024-11-13 00:00:00,111,52,604,111,A273,Tom Bradley International Terminal,1071,30,467,106
LAX,Los Angeles International Airport,510,0,340,393,163,76,0,27,42,49,6,2024-11-05,185,1500 - 1600,2024-11-13 00:00:00,75,38,763,75,A273,Tom Bradley International Terminal,1531,16,768,56
LAX,Los Angeles International Airport,326,0,478,293,0,0,0,22,46,33,6,2024-11-05,141,1600 - 1700,2024-11-13 00:00:00,44,29,463,44,A273,Tom Bradley International Terminal,1130,17,667,42
LAX,Los Angeles International Airport,449,0,253,41,0,0,0,13,34,18,5,2024-11-05,64,1700 - 1800,2024-11-13 00:00:00,43,16,417,43,A273,Tom Bradley International Terminal,761,10,344,39
LAX,Los Angeles International Airport,388,0,378,147,23,0,0,20,23,29,4,2024-11-05,126,1800 - 1900,2024-11-13 00:00:00,49,27,447,49,A273,Tom Bradley International Terminal,965,13,518,38
LAX,Los Angeles International Airport,497,0,482,389,268,54,0,28,30,57,8,2024-11-05,203,1900 - 2000,2024-11-13 00:00:00,72,39,775,72,A273,Tom Bradley International Terminal,1747,19,972,70
LAX,Los Angeles International Airport,214,0,209,16,0,0,0,16,15,8,3,2024-11-05,49,2000 - 2100,2024-11-13 00:00:00,37,20,74,37,A273,Tom Bradley International Terminal,447,15,373,28
LAX,Los Angeles International Airport,402,0,350,151,8,0,0,19,17,30,5,2024-11-05,126,2100 - 2200,2024-11-13 00:00:00,58,22,336,58,A273,Tom Bradley International Terminal,941,17,605,43
LAX,Los Angeles International Airport,403,0,246,112,12,0,0,17,16,30,5,2024-11-05,54,2200 - 2300,2024-11-13 00:00:00,51,21,320,51,A273,Tom Bradley International Terminal,803,14,483,50
LAX,Los Angeles International Airport,65,0,105,0,0,0,0,16,14,6,1,2024-11-05,21,2300 - 0000,2024-11-13 00:00:00,25,19,36,25,A273,Tom Bradley International Terminal,176,16,140,25
LAX,Los Angeles International Airport,72,0,54,12,0,0,0,16,5,3,1,2024-11-06,29,1000 - 1100,2024-11-14 00:00:01,35,23,57,35,A278,Satellite 7,141,11,84,23
LAX,Los Angeles International Airport,112,0,39,3,0,0,0,12,10,3,1,2024-11-06,10,1100 - 1200,2024-11-14 00:00:01,34,13,45,34,A278,Satellite 7,157,12,112,34
LAX,Los Angeles International Airport,140,0,21,0,0,0,0,9,10,1,1,2024-11-06,29,1200 - 1300,2024-11-14 00:00:01,17,9,43,17,A278,Satellite 7,162,9,119,17
LAX,Los Angeles International Airport,117,0,0,0,0,0,0,9,9,3,1,2024-11-06,21,1400 - 1500,2024-11-14 00:00:01,15,8,16,14,A278,Satellite 7,120,9,104,15
LAX,Los Angeles International Airport,190,0,7,0,0,0,0,7,11,6,2,2024-11-06,48,1500 - 1600,2024-11-14 00:00:01,18,10,66,18,A278,Satellite 7,203,5,137,11
